Order	,	Name	,	Latitude	,	Longitude	,	Date	,	Time
716	,	User 2	,	39.897545	,	116.383903	,	2008-11-10	,	4:03:00
717	,	User 2	,	39.897543	,	116.383911	,	2008-11-10	,	4:03:05
718	,	User 2	,	39.897543	,	116.383911	,	2008-11-10	,	4:03:08
719	,	User 2	,	39.897551	,	116.383913	,	2008-11-10	,	4:03:10
720	,	User 2	,	39.897546	,	116.383902	,	2008-11-10	,	4:03:15
721	,	User 2	,	39.897523	,	116.383877	,	2008-11-10	,	4:03:20
722	,	User 2	,	39.897495	,	116.383869	,	2008-11-10	,	4:03:25
723	,	User 2	,	39.897539	,	116.383975	,	2008-11-10	,	4:03:30
724	,	User 2	,	39.89755	,	116.384006	,	2008-11-10	,	4:03:35
725	,	User 2	,	39.897554	,	116.384052	,	2008-11-10	,	4:03:40
726	,	User 2	,	39.897542	,	116.384085	,	2008-11-10	,	4:03:45
727	,	User 2	,	39.897534	,	116.384159	,	2008-11-10	,	4:03:50
728	,	User 2	,	39.897557	,	116.384236	,	2008-11-10	,	4:03:55
729	,	User 2	,	39.897619	,	116.384261	,	2008-11-10	,	4:04:00
730	,	User 2	,	39.897684	,	116.384262	,	2008-11-10	,	4:04:05
731	,	User 2	,	39.897755	,	116.384253	,	2008-11-10	,	4:04:10
732	,	User 2	,	39.897816	,	116.384286	,	2008-11-10	,	4:04:15
733	,	User 2	,	39.897883	,	116.384271	,	2008-11-10	,	4:04:20
734	,	User 2	,	39.897925	,	116.384276	,	2008-11-10	,	4:04:25
735	,	User 2	,	39.897954	,	116.384298	,	2008-11-10	,	4:04:30
736	,	User 2	,	39.89799	,	116.384328	,	2008-11-10	,	4:04:35
737	,	User 2	,	39.898012	,	116.384284	,	2008-11-10	,	4:04:40
738	,	User 2	,	39.898052	,	116.384241	,	2008-11-10	,	4:04:45
739	,	User 2	,	39.898221	,	116.38425	,	2008-11-10	,	4:04:50
740	,	User 2	,	39.898258	,	116.38425	,	2008-11-10	,	4:04:55
741	,	User 2	,	39.898269	,	116.384263	,	2008-11-10	,	4:05:00
742	,	User 2	,	39.898297	,	116.384298	,	2008-11-10	,	4:05:05
743	,	User 2	,	39.898303	,	116.38436	,	2008-11-10	,	4:05:10
744	,	User 2	,	39.898347	,	116.384421	,	2008-11-10	,	4:05:15
745	,	User 2	,	39.898324	,	116.384499	,	2008-11-10	,	4:05:20
746	,	User 2	,	39.898317	,	116.384561	,	2008-11-10	,	4:05:25
747	,	User 2	,	39.898357	,	116.384623	,	2008-11-10	,	4:05:30
748	,	User 2	,	39.89835	,	116.38472	,	2008-11-10	,	4:05:35
749	,	User 2	,	39.898362	,	116.384806	,	2008-11-10	,	4:05:40
750	,	User 2	,	39.898346	,	116.384868	,	2008-11-10	,	4:05:45
751	,	User 2	,	39.898337	,	116.38493	,	2008-11-10	,	4:05:50
752	,	User 2	,	39.898304	,	116.38505	,	2008-11-10	,	4:05:55
753	,	User 2	,	39.898312	,	116.385123	,	2008-11-10	,	4:06:00
754	,	User 2	,	39.898293	,	116.385216	,	2008-11-10	,	4:06:05
755	,	User 2	,	39.898272	,	116.385286	,	2008-11-10	,	4:06:10
756	,	User 2	,	39.898297	,	116.385349	,	2008-11-10	,	4:06:15
757	,	User 2	,	39.89835	,	116.385471	,	2008-11-10	,	4:06:20
758	,	User 2	,	39.898438	,	116.385498	,	2008-11-10	,	4:06:25
759	,	User 2	,	39.898508	,	116.385573	,	2008-11-10	,	4:06:30
760	,	User 2	,	39.898564	,	116.38568	,	2008-11-10	,	4:06:35
761	,	User 2	,	39.89863	,	116.38572	,	2008-11-10	,	4:06:40
762	,	User 2	,	39.898665	,	116.385767	,	2008-11-10	,	4:06:45
763	,	User 2	,	39.898673	,	116.385812	,	2008-11-10	,	4:06:50
764	,	User 2	,	39.898744	,	116.385828	,	2008-11-10	,	4:06:55
765	,	User 2	,	39.898836	,	116.385817	,	2008-11-10	,	4:07:00
766	,	User 2	,	39.898927	,	116.385807	,	2008-11-10	,	4:07:05
767	,	User 2	,	39.899044	,	116.385745	,	2008-11-10	,	4:07:10
768	,	User 2	,	39.899107	,	116.385712	,	2008-11-10	,	4:07:15
769	,	User 2	,	39.899174	,	116.385674	,	2008-11-10	,	4:07:20
770	,	User 2	,	39.899214	,	116.385666	,	2008-11-10	,	4:07:25
771	,	User 2	,	39.89926	,	116.385647	,	2008-11-10	,	4:07:30
772	,	User 2	,	39.899292	,	116.385642	,	2008-11-10	,	4:07:35
773	,	User 2	,	39.899332	,	116.385629	,	2008-11-10	,	4:07:40
774	,	User 2	,	39.8994	,	116.385613	,	2008-11-10	,	4:07:45
775	,	User 2	,	39.899462	,	116.385621	,	2008-11-10	,	4:07:50
776	,	User 2	,	39.899516	,	116.385552	,	2008-11-10	,	4:07:55
777	,	User 2	,	39.899511	,	116.385381	,	2008-11-10	,	4:08:00
778	,	User 2	,	39.899559	,	116.385352	,	2008-11-10	,	4:08:05
779	,	User 2	,	39.89966	,	116.385364	,	2008-11-10	,	4:08:10
780	,	User 2	,	39.899693	,	116.385337	,	2008-11-10	,	4:08:15
781	,	User 2	,	39.899748	,	116.385319	,	2008-11-10	,	4:08:20
782	,	User 2	,	39.899871	,	116.385299	,	2008-11-10	,	4:08:25
783	,	User 2	,	39.899926	,	116.385285	,	2008-11-10	,	4:08:30
784	,	User 2	,	39.899983	,	116.385293	,	2008-11-10	,	4:08:35
785	,	User 2	,	39.900054	,	116.385312	,	2008-11-10	,	4:08:40
786	,	User 2	,	39.90011	,	116.385295	,	2008-11-10	,	4:08:45
787	,	User 2	,	39.900173	,	116.385305	,	2008-11-10	,	4:08:50
788	,	User 2	,	39.900236	,	116.38529	,	2008-11-10	,	4:08:55
789	,	User 2	,	39.900265	,	116.385331	,	2008-11-10	,	4:09:00
790	,	User 2	,	39.900344	,	116.385474	,	2008-11-10	,	4:09:05
791	,	User 2	,	39.900371	,	116.385533	,	2008-11-10	,	4:09:10
792	,	User 2	,	39.900452	,	116.38563	,	2008-11-10	,	4:09:15
793	,	User 2	,	39.900461	,	116.385722	,	2008-11-10	,	4:09:20
794	,	User 2	,	39.900461	,	116.385806	,	2008-11-10	,	4:09:25
795	,	User 2	,	39.900478	,	116.385822	,	2008-11-10	,	4:09:30
796	,	User 2	,	39.900488	,	116.385831	,	2008-11-10	,	4:09:35
797	,	User 2	,	39.900488	,	116.385831	,	2008-11-10	,	4:09:38
798	,	User 2	,	39.90049	,	116.385833	,	2008-11-10	,	4:09:40
799	,	User 2	,	39.900481	,	116.385842	,	2008-11-10	,	4:09:45
800	,	User 2	,	39.900448	,	116.385923	,	2008-11-10	,	4:09:50
801	,	User 2	,	39.900425	,	116.38602	,	2008-11-10	,	4:09:55
802	,	User 2	,	39.900373	,	116.386149	,	2008-11-10	,	4:10:00
803	,	User 2	,	39.900359	,	116.386243	,	2008-11-10	,	4:10:05
804	,	User 2	,	39.900378	,	116.386326	,	2008-11-10	,	4:10:10
805	,	User 2	,	39.900343	,	116.386389	,	2008-11-10	,	4:10:15
806	,	User 2	,	39.900369	,	116.38647	,	2008-11-10	,	4:10:20
807	,	User 2	,	39.900348	,	116.386533	,	2008-11-10	,	4:10:25
808	,	User 2	,	39.900336	,	116.386551	,	2008-11-10	,	4:10:30
809	,	User 2	,	39.900483	,	116.385527	,	2008-11-10	,	10:00:54
810	,	User 2	,	39.900525	,	116.385435	,	2008-11-10	,	10:00:59
811	,	User 2	,	39.900426	,	116.385443	,	2008-11-10	,	10:01:04
812	,	User 2	,	39.900338	,	116.385432	,	2008-11-10	,	10:01:09
813	,	User 2	,	39.900282	,	116.385404	,	2008-11-10	,	10:01:14
814	,	User 2	,	39.900157	,	116.385393	,	2008-11-10	,	10:01:19
815	,	User 2	,	39.900089	,	116.385407	,	2008-11-10	,	10:01:24
816	,	User 2	,	39.899991	,	116.385397	,	2008-11-10	,	10:01:29
817	,	User 2	,	39.899923	,	116.385413	,	2008-11-10	,	10:01:34
818	,	User 2	,	39.899828	,	116.385402	,	2008-11-10	,	10:01:39
819	,	User 2	,	39.899836	,	116.38556	,	2008-11-10	,	10:01:44
820	,	User 2	,	39.899826	,	116.385586	,	2008-11-10	,	10:01:49
821	,	User 2	,	39.899812	,	116.385621	,	2008-11-10	,	10:01:54
822	,	User 2	,	39.899812	,	116.385621	,	2008-11-10	,	10:01:57
823	,	User 2	,	39.89981	,	116.385625	,	2008-11-10	,	10:01:59
824	,	User 2	,	39.8998	,	116.385639	,	2008-11-10	,	10:02:04
825	,	User 2	,	39.899783	,	116.385654	,	2008-11-10	,	10:02:09
826	,	User 2	,	39.899711	,	116.385605	,	2008-11-10	,	10:02:14
827	,	User 2	,	39.899608	,	116.385639	,	2008-11-10	,	10:02:19
828	,	User 2	,	39.899556	,	116.385659	,	2008-11-10	,	10:02:24
829	,	User 2	,	39.899477	,	116.385677	,	2008-11-10	,	10:02:29
830	,	User 2	,	39.89944	,	116.385696	,	2008-11-10	,	10:02:34
831	,	User 2	,	39.89941	,	116.385751	,	2008-11-10	,	10:02:39
832	,	User 2	,	39.899374	,	116.385831	,	2008-11-10	,	10:02:44
833	,	User 2	,	39.899376	,	116.385895	,	2008-11-10	,	10:02:49
834	,	User 2	,	39.89939	,	116.38592	,	2008-11-10	,	10:02:54
835	,	User 2	,	39.899361	,	116.385946	,	2008-11-10	,	10:02:59
836	,	User 2	,	39.899351	,	116.385974	,	2008-11-10	,	10:03:04
837	,	User 2	,	39.899313	,	116.385968	,	2008-11-10	,	10:03:09
838	,	User 2	,	39.899295	,	116.38597	,	2008-11-10	,	10:03:14
839	,	User 2	,	39.899289	,	116.385991	,	2008-11-10	,	10:03:19
840	,	User 2	,	39.899289	,	116.385991	,	2008-11-10	,	10:03:22
841	,	User 2	,	39.899291	,	116.385999	,	2008-11-10	,	10:03:24
842	,	User 2	,	39.899294	,	116.386014	,	2008-11-10	,	10:03:29
843	,	User 2	,	39.899321	,	116.386036	,	2008-11-10	,	10:03:34
844	,	User 2	,	39.899321	,	116.386099	,	2008-11-10	,	10:03:39
845	,	User 2	,	39.899301	,	116.386175	,	2008-11-10	,	10:03:44
846	,	User 2	,	39.89928	,	116.386221	,	2008-11-10	,	10:03:49
847	,	User 2	,	39.899253	,	116.386275	,	2008-11-10	,	10:03:54
848	,	User 2	,	39.89926	,	116.386345	,	2008-11-10	,	10:03:59
849	,	User 2	,	39.899253	,	116.386394	,	2008-11-10	,	10:04:04
850	,	User 2	,	39.899266	,	116.386485	,	2008-11-10	,	10:04:09
851	,	User 2	,	39.899257	,	116.386579	,	2008-11-10	,	10:04:14
852	,	User 2	,	39.899257	,	116.386629	,	2008-11-10	,	10:04:19
853	,	User 2	,	39.89925	,	116.386647	,	2008-11-10	,	10:04:24
854	,	User 2	,	39.899243	,	116.386666	,	2008-11-10	,	10:04:29
855	,	User 2	,	39.899248	,	116.386699	,	2008-11-10	,	10:04:34
856	,	User 2	,	39.899203	,	116.386864	,	2008-11-10	,	10:04:39
857	,	User 2	,	39.899201	,	116.386986	,	2008-11-10	,	10:04:44
858	,	User 2	,	39.899192	,	116.387016	,	2008-11-10	,	10:04:49
859	,	User 2	,	39.899197	,	116.387029	,	2008-11-10	,	10:04:54
860	,	User 2	,	39.899144	,	116.387163	,	2008-11-10	,	10:04:59
861	,	User 2	,	39.898951	,	116.387617	,	2008-11-10	,	10:05:04
862	,	User 2	,	39.89896	,	116.387775	,	2008-11-10	,	10:05:09
863	,	User 2	,	39.898987	,	116.387847	,	2008-11-10	,	10:05:14
864	,	User 2	,	39.898991	,	116.387901	,	2008-11-10	,	10:05:19
865	,	User 2	,	39.899003	,	116.387911	,	2008-11-10	,	10:05:24
866	,	User 2	,	39.899005	,	116.387916	,	2008-11-10	,	10:05:29
867	,	User 2	,	39.899002	,	116.387923	,	2008-11-10	,	10:05:34
868	,	User 2	,	39.899004	,	116.387924	,	2008-11-10	,	10:05:39
869	,	User 2	,	39.899008	,	116.387926	,	2008-11-10	,	10:05:44
870	,	User 2	,	39.899005	,	116.387931	,	2008-11-10	,	10:05:49
871	,	User 2	,	39.899009	,	116.387925	,	2008-11-10	,	10:05:54
872	,	User 2	,	39.899009	,	116.387925	,	2008-11-10	,	10:05:57
873	,	User 2	,	39.899002	,	116.38792	,	2008-11-10	,	10:05:59
874	,	User 2	,	39.899021	,	116.387967	,	2008-11-10	,	10:06:04
875	,	User 2	,	39.899021	,	116.387987	,	2008-11-10	,	10:06:09
876	,	User 2	,	39.899021	,	116.387987	,	2008-11-10	,	10:06:12
877	,	User 2	,	39.899013	,	116.38798	,	2008-11-10	,	10:06:14
878	,	User 2	,	39.89902	,	116.387788	,	2008-11-10	,	10:06:19
879	,	User 2	,	39.899059	,	116.387408	,	2008-11-10	,	10:06:24
880	,	User 2	,	39.899104	,	116.38702	,	2008-11-10	,	10:06:29
881	,	User 2	,	39.899142	,	116.386775	,	2008-11-10	,	10:06:34
882	,	User 2	,	39.899124	,	116.386727	,	2008-11-10	,	10:06:39
883	,	User 2	,	39.899118	,	116.386678	,	2008-11-10	,	10:06:44
884	,	User 2	,	39.899078	,	116.386513	,	2008-11-10	,	10:06:49
885	,	User 2	,	39.89905	,	116.386181	,	2008-11-10	,	10:06:54
886	,	User 2	,	39.899004	,	116.385797	,	2008-11-10	,	10:06:59
887	,	User 2	,	39.898969	,	116.385384	,	2008-11-10	,	10:07:04
888	,	User 2	,	39.89897	,	116.384884	,	2008-11-10	,	10:07:09
889	,	User 2	,	39.898925	,	116.38424	,	2008-11-10	,	10:07:14
890	,	User 2	,	39.898865	,	116.38351	,	2008-11-10	,	10:07:19
891	,	User 2	,	39.898798	,	116.382736	,	2008-11-10	,	10:07:24
892	,	User 2	,	39.898754	,	116.381919	,	2008-11-10	,	10:07:29
893	,	User 2	,	39.898749	,	116.381143	,	2008-11-10	,	10:07:34
894	,	User 2	,	39.898797	,	116.380554	,	2008-11-10	,	10:07:39
895	,	User 2	,	39.898857	,	116.380155	,	2008-11-10	,	10:07:44
896	,	User 2	,	39.898898	,	116.379957	,	2008-11-10	,	10:07:49
897	,	User 2	,	39.898909	,	116.37986	,	2008-11-10	,	10:07:54
898	,	User 2	,	39.898943	,	116.379744	,	2008-11-10	,	10:07:59
899	,	User 2	,	39.898947	,	116.379609	,	2008-11-10	,	10:08:04
900	,	User 2	,	39.898958	,	116.379527	,	2008-11-10	,	10:08:09
901	,	User 2	,	39.898971	,	116.379489	,	2008-11-10	,	10:08:14
902	,	User 2	,	39.898981	,	116.379422	,	2008-11-10	,	10:08:19
903	,	User 2	,	39.899007	,	116.379135	,	2008-11-10	,	10:08:24
904	,	User 2	,	39.899027	,	116.378594	,	2008-11-10	,	10:08:29
905	,	User 2	,	39.899072	,	116.378018	,	2008-11-10	,	10:08:34
906	,	User 2	,	39.899076	,	116.377349	,	2008-11-10	,	10:08:39
907	,	User 2	,	39.899077	,	116.376609	,	2008-11-10	,	10:08:44
908	,	User 2	,	39.899004	,	116.375803	,	2008-11-10	,	10:08:49
909	,	User 2	,	39.898951	,	116.375013	,	2008-11-10	,	10:08:54
910	,	User 2	,	39.898881	,	116.374226	,	2008-11-10	,	10:08:59
911	,	User 2	,	39.89883	,	116.373424	,	2008-11-10	,	10:09:04
912	,	User 2	,	39.898807	,	116.372678	,	2008-11-10	,	10:09:09
913	,	User 2	,	39.898803	,	116.372002	,	2008-11-10	,	10:09:14
914	,	User 2	,	39.898849	,	116.371557	,	2008-11-10	,	10:09:19
915	,	User 2	,	39.898867	,	116.371413	,	2008-11-10	,	10:09:24
916	,	User 3	,	39.898838	,	116.371395	,	2008-11-10	,	10:09:29
917	,	User 3	,	39.898359	,	116.371449	,	2008-11-10	,	10:09:34
918	,	User 3	,	39.898292	,	116.371409	,	2008-11-10	,	10:09:39
919	,	User 3	,	39.898392	,	116.37147	,	2008-11-10	,	10:09:44
920	,	User 3	,	39.898377	,	116.371439	,	2008-11-10	,	10:09:49
921	,	User 3	,	39.898358	,	116.371451	,	2008-11-10	,	10:09:54
922	,	User 3	,	39.898343	,	116.371434	,	2008-11-10	,	10:09:59
923	,	User 3	,	39.898291	,	116.371382	,	2008-11-10	,	10:10:04
924	,	User 3	,	39.898275	,	116.371356	,	2008-11-10	,	10:10:09
925	,	User 3	,	39.898218	,	116.371282	,	2008-11-10	,	10:10:14
926	,	User 3	,	39.898218	,	116.370973	,	2008-11-10	,	10:10:19
927	,	User 3	,	39.898283	,	116.370761	,	2008-11-10	,	10:10:24
928	,	User 3	,	39.898336	,	116.370499	,	2008-11-10	,	10:10:29
929	,	User 3	,	39.898371	,	116.370069	,	2008-11-10	,	10:10:34
930	,	User 3	,	39.898352	,	116.369568	,	2008-11-10	,	10:10:39
931	,	User 3	,	39.89841	,	116.369043	,	2008-11-10	,	10:10:44
932	,	User 3	,	39.898479	,	116.368667	,	2008-11-10	,	10:10:49
933	,	User 3	,	39.898565	,	116.368465	,	2008-11-10	,	10:10:54
934	,	User 3	,	39.898662	,	116.368318	,	2008-11-10	,	10:10:59
935	,	User 3	,	39.898945	,	116.36821	,	2008-11-10	,	10:11:04
936	,	User 3	,	39.899351	,	116.368154	,	2008-11-10	,	10:11:09
937	,	User 3	,	39.899817	,	116.368138	,	2008-11-10	,	10:11:14
938	,	User 3	,	39.900351	,	116.368136	,	2008-11-10	,	10:11:19
939	,	User 3	,	39.900905	,	116.368108	,	2008-11-10	,	10:11:24
940	,	User 3	,	39.901461	,	116.368075	,	2008-11-10	,	10:11:29
941	,	User 3	,	39.902015	,	116.368059	,	2008-11-10	,	10:11:34
942	,	User 3	,	39.902541	,	116.368035	,	2008-11-10	,	10:11:39
943	,	User 3	,	39.902938	,	116.36805	,	2008-11-10	,	10:11:44
944	,	User 3	,	39.903332	,	116.36801	,	2008-11-10	,	10:11:49
945	,	User 3	,	39.903659	,	116.368003	,	2008-11-10	,	10:11:54
946	,	User 3	,	39.903867	,	116.368054	,	2008-11-10	,	10:11:59
947	,	User 3	,	39.903953	,	116.368008	,	2008-11-10	,	10:12:04
948	,	User 3	,	39.904039	,	116.367962	,	2008-11-10	,	10:12:09
949	,	User 3	,	39.904086	,	116.367941	,	2008-11-10	,	10:12:14
950	,	User 3	,	39.90407	,	116.36793	,	2008-11-10	,	10:12:19
951	,	User 3	,	39.903948	,	116.367925	,	2008-11-10	,	10:12:24
952	,	User 3	,	39.904108	,	116.367962	,	2008-11-10	,	10:12:29
953	,	User 3	,	39.904289	,	116.368042	,	2008-11-10	,	10:12:34
954	,	User 3	,	39.904436	,	116.368046	,	2008-11-10	,	10:12:39
955	,	User 3	,	39.904428	,	116.368057	,	2008-11-10	,	10:12:44
956	,	User 3	,	39.904428	,	116.368057	,	2008-11-10	,	10:12:47
957	,	User 3	,	39.904431	,	116.368056	,	2008-11-10	,	10:12:49
958	,	User 3	,	39.904446	,	116.368055	,	2008-11-10	,	10:12:54
959	,	User 3	,	39.904427	,	116.36769	,	2008-11-10	,	10:12:59
960	,	User 3	,	39.904806	,	116.367547	,	2008-11-10	,	10:13:04
961	,	User 3	,	39.905219	,	116.367814	,	2008-11-10	,	10:13:09
962	,	User 3	,	39.905631	,	116.367895	,	2008-11-10	,	10:13:14
963	,	User 3	,	39.90594	,	116.367922	,	2008-11-10	,	10:13:19
964	,	User 3	,	39.906155	,	116.367916	,	2008-11-10	,	10:13:24
965	,	User 3	,	39.906343	,	116.367924	,	2008-11-10	,	10:13:29
966	,	User 3	,	39.906538	,	116.36794	,	2008-11-10	,	10:13:34
967	,	User 3	,	39.906751	,	116.367936	,	2008-11-10	,	10:13:39
968	,	User 3	,	39.907001	,	116.367934	,	2008-11-10	,	10:13:44
969	,	User 3	,	39.907117	,	116.367859	,	2008-11-10	,	10:13:49
970	,	User 3	,	39.907168	,	116.367803	,	2008-11-10	,	10:13:54
971	,	User 3	,	39.907204	,	116.367796	,	2008-11-10	,	10:13:59
972	,	User 3	,	39.907223	,	116.367799	,	2008-11-10	,	10:14:04
973	,	User 3	,	39.907247	,	116.367799	,	2008-11-10	,	10:14:09
974	,	User 3	,	39.907281	,	116.367803	,	2008-11-10	,	10:14:14
975	,	User 3	,	39.907297	,	116.367804	,	2008-11-10	,	10:14:19
976	,	User 3	,	39.907317	,	116.367803	,	2008-11-10	,	10:14:24
977	,	User 3	,	39.907327	,	116.36775	,	2008-11-10	,	10:14:29
978	,	User 3	,	39.907409	,	116.367726	,	2008-11-10	,	10:14:34
979	,	User 3	,	39.907508	,	116.367718	,	2008-11-10	,	10:14:39
980	,	User 3	,	39.907531	,	116.367709	,	2008-11-10	,	10:14:44
981	,	User 3	,	39.907519	,	116.367707	,	2008-11-10	,	10:14:49
982	,	User 3	,	39.907549	,	116.367762	,	2008-11-10	,	10:14:54
983	,	User 3	,	39.907601	,	116.367795	,	2008-11-10	,	10:14:59
984	,	User 3	,	39.907689	,	116.36784	,	2008-11-10	,	10:15:04
985	,	User 3	,	39.907762	,	116.367828	,	2008-11-10	,	10:15:09
986	,	User 3	,	39.907884	,	116.36784	,	2008-11-10	,	10:15:14
987	,	User 3	,	39.908019	,	116.367851	,	2008-11-10	,	10:15:19
988	,	User 3	,	39.908084	,	116.367809	,	2008-11-10	,	10:15:24
989	,	User 3	,	39.908127	,	116.36781	,	2008-11-10	,	10:15:29
990	,	User 3	,	39.90822	,	116.367714	,	2008-11-10	,	10:15:34
991	,	User 3	,	39.90825	,	116.367729	,	2008-11-10	,	10:15:39
992	,	User 3	,	39.908296	,	116.367737	,	2008-11-10	,	10:15:44
993	,	User 3	,	39.908362	,	116.367722	,	2008-11-10	,	10:15:49
994	,	User 3	,	39.908456	,	116.367748	,	2008-11-10	,	10:15:54
995	,	User 3	,	39.908574	,	116.367737	,	2008-11-10	,	10:15:59
996	,	User 3	,	39.908649	,	116.367631	,	2008-11-10	,	10:16:04
997	,	User 3	,	39.908676	,	116.367614	,	2008-11-10	,	10:16:09
998	,	User 3	,	39.908676	,	116.367614	,	2008-11-10	,	10:16:12
999	,	User 3	,	39.90868	,	116.367612	,	2008-11-10	,	10:16:14
1000	,	User 3	,	39.9087	,	116.367606	,	2008-11-10	,	10:16:19
1001	,	User 3	,	39.90878	,	116.367583	,	2008-11-10	,	10:16:24
1002	,	User 3	,	39.908816	,	116.367548	,	2008-11-10	,	10:16:29
1003	,	User 3	,	39.908866	,	116.367548	,	2008-11-10	,	10:16:34
1004	,	User 3	,	39.908942	,	116.367572	,	2008-11-10	,	10:16:39
1005	,	User 3	,	39.908964	,	116.367569	,	2008-11-10	,	10:16:44
1006	,	User 3	,	39.908948	,	116.367591	,	2008-11-10	,	10:16:49
1007	,	User 3	,	39.908948	,	116.367591	,	2008-11-10	,	10:16:52
1008	,	User 3	,	39.908954	,	116.367593	,	2008-11-10	,	10:16:54
1009	,	User 3	,	39.908957	,	116.367624	,	2008-11-10	,	10:16:59
1010	,	User 3	,	39.908957	,	116.367663	,	2008-11-10	,	10:17:04
1011	,	User 3	,	39.908987	,	116.367691	,	2008-11-10	,	10:17:09
1012	,	User 3	,	39.909166	,	116.367677	,	2008-11-10	,	10:17:14
1013	,	User 3	,	39.909237	,	116.367757	,	2008-11-10	,	10:17:19
1014	,	User 3	,	39.90936	,	116.367731	,	2008-11-10	,	10:17:24
1015	,	User 3	,	39.909409	,	116.367781	,	2008-11-10	,	10:17:29
1016	,	User 3	,	39.909584	,	116.367731	,	2008-11-10	,	10:17:34
1017	,	User 3	,	39.90978	,	116.367673	,	2008-11-10	,	10:17:39
1018	,	User 3	,	39.909941	,	116.367548	,	2008-11-10	,	10:17:44
1019	,	User 3	,	39.909967	,	116.367529	,	2008-11-10	,	10:17:49
1020	,	User 3	,	39.909955	,	116.367527	,	2008-11-10	,	10:17:54
1021	,	User 3	,	39.909943	,	116.367528	,	2008-11-10	,	10:17:59
1022	,	User 3	,	39.910008	,	116.36752	,	2008-11-10	,	10:18:04
1023	,	User 3	,	39.910137	,	116.367495	,	2008-11-10	,	10:18:09
1024	,	User 3	,	39.910255	,	116.367456	,	2008-11-10	,	10:18:14
1025	,	User 3	,	39.910383	,	116.367425	,	2008-11-10	,	10:18:19
1026	,	User 3	,	39.910399	,	116.367413	,	2008-11-10	,	10:18:24
1027	,	User 3	,	39.910405	,	116.367413	,	2008-11-10	,	10:18:29
1028	,	User 3	,	39.910408	,	116.367414	,	2008-11-10	,	10:18:34
1029	,	User 3	,	39.910408	,	116.367414	,	2008-11-10	,	10:18:37
1030	,	User 3	,	39.910413	,	116.367414	,	2008-11-10	,	10:18:39
1031	,	User 3	,	39.910451	,	116.367469	,	2008-11-10	,	10:18:44
1032	,	User 3	,	39.910487	,	116.367479	,	2008-11-10	,	10:18:49
1033	,	User 3	,	39.91051	,	116.367437	,	2008-11-10	,	10:18:54
1034	,	User 3	,	39.910567	,	116.367378	,	2008-11-10	,	10:18:59
1035	,	User 3	,	39.910626	,	116.367356	,	2008-11-10	,	10:19:04
1036	,	User 3	,	39.910578	,	116.367362	,	2008-11-10	,	10:19:09
1037	,	User 3	,	39.910549	,	116.367358	,	2008-11-10	,	10:19:14
1038	,	User 3	,	39.910535	,	116.367324	,	2008-11-10	,	10:19:19
1039	,	User 3	,	39.910538	,	116.367322	,	2008-11-10	,	10:19:24
1040	,	User 3	,	39.910538	,	116.367322	,	2008-11-10	,	10:19:27
1041	,	User 3	,	39.910545	,	116.367323	,	2008-11-10	,	10:19:29
1042	,	User 3	,	39.910776	,	116.367415	,	2008-11-10	,	10:19:34
1043	,	User 3	,	39.910645	,	116.367481	,	2008-11-10	,	10:19:39
1044	,	User 3	,	39.910595	,	116.367484	,	2008-11-10	,	10:19:44
1045	,	User 3	,	39.910606	,	116.367475	,	2008-11-10	,	10:19:49
1046	,	User 3	,	39.910649	,	116.367486	,	2008-11-10	,	10:19:54
1047	,	User 3	,	39.910696	,	116.367559	,	2008-11-10	,	10:19:59
1048	,	User 3	,	39.910937	,	116.367572	,	2008-11-10	,	10:20:04
1049	,	User 3	,	39.911122	,	116.36753	,	2008-11-10	,	10:20:09
1050	,	User 3	,	39.911279	,	116.367553	,	2008-11-10	,	10:20:14
1051	,	User 3	,	39.911431	,	116.367523	,	2008-11-10	,	10:20:19
1052	,	User 3	,	39.911629	,	116.367447	,	2008-11-10	,	10:20:24
1053	,	User 3	,	39.911732	,	116.367469	,	2008-11-10	,	10:20:29
1054	,	User 3	,	39.911815	,	116.367491	,	2008-11-10	,	10:20:34
1055	,	User 3	,	39.911863	,	116.367513	,	2008-11-10	,	10:20:39
1056	,	User 3	,	39.911868	,	116.367514	,	2008-11-10	,	10:20:44
1057	,	User 3	,	39.911868	,	116.367514	,	2008-11-10	,	10:20:49
1058	,	User 3	,	39.911872	,	116.367516	,	2008-11-10	,	10:20:54
1059	,	User 3	,	39.911879	,	116.367515	,	2008-11-10	,	10:20:59
1060	,	User 3	,	39.911877	,	116.367512	,	2008-11-10	,	10:21:04
1061	,	User 3	,	39.911869	,	116.367513	,	2008-11-10	,	10:21:09
1062	,	User 3	,	39.911869	,	116.367513	,	2008-11-10	,	10:21:12
1063	,	User 3	,	39.911864	,	116.367515	,	2008-11-10	,	10:21:14
1064	,	User 3	,	39.911842	,	116.367521	,	2008-11-10	,	10:21:19
1065	,	User 3	,	39.911818	,	116.367532	,	2008-11-10	,	10:21:24
1066	,	User 3	,	39.911807	,	116.367532	,	2008-11-10	,	10:21:29
1067	,	User 3	,	39.911821	,	116.36754	,	2008-11-10	,	10:21:34
1068	,	User 3	,	39.912039	,	116.367495	,	2008-11-10	,	10:21:39
1069	,	User 3	,	39.912277	,	116.367442	,	2008-11-10	,	10:21:44
1070	,	User 3	,	39.912505	,	116.367428	,	2008-11-10	,	10:21:49
1071	,	User 3	,	39.912732	,	116.367456	,	2008-11-10	,	10:21:54
